,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
91,Birmingham,105381.0,6858.0,1411.0,288.0,373.0,45.0,3803333.0,2122,Coventry City,Birmingham City,4.0,2.0,2.6116162000000003,0.9145075,14.0,6.0,12.0,2.0,464.0,426.0,8.0,246.0,38.0,6.0,20.0,0.0,0.5923442,0.4270898999999999,5.0,4.0,2.0,1.0,0.587281,0.0,1.0,0.0,1.0,0.0,52.0,53.0,7.2,42.0,won,2022-04-15,0.738,0.1747,0.0873,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 100.333}, {'player_id': 4179, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Wing Back', 'minutes_played': 33.4833}, {'player_id': 4576, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 100.333}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 66.85}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 100.333}, {'player_id': 9709, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Back', 'minutes_played': 13.25}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 100.333}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 8.36667}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 87.0833}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 18288, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 100.333}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 100.333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 100.333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 100.333}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 39092, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 91.9667}]"
92,Bournemouth,110438.0,6419.0,1174.0,259.0,370.0,25.0,3803007.0,2122,Coventry City,AFC Bournemouth,0.0,3.0,0.7380381,0.9911078,11.0,4.0,5.0,3.0,624.0,487.0,12.0,163.0,27.0,17.0,14.0,0.0,0.2421388,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,70.0,10.93103448275862,39.0,lost,2022-04-18,0.2415,0.3438,0.4147,home,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 63.7667}, {'player_id': 4179, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 95.2667}, {'player_id': 4576, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.2667}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 63.7667}, {'player_id': 9709, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 31.8667}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 95.2667}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 31.75}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 77.8167}, {'player_id': 15811, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 17.45}, {'player_id': 18288, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 95.2667}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 95.2667}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 95.2667}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.2667}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 39092, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 95.2667}, {'player_id': 134012, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
93,West Brom,113056.0,8241.0,1811.0,286.0,392.0,31.0,3803200.0,2122,Coventry City,West Bromwich Albion,0.0,0.0,0.70686094,0.9526388,10.0,3.0,11.0,1.0,531.0,482.0,9.0,128.0,27.0,13.0,19.0,1.0,0.0,0.3413892,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,12.26086956521739,50.0,draw,2022-04-23,0.1008,0.2276,0.6716,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.8333}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 97.8333}, {'player_id': 4179, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.8333}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.8333}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.8333}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 32.2333}, {'player_id': 10781, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 82.1}, {'player_id': 15542, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15811, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Center Midfield', 'minutes_played': 16.1333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 66.0}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 97.8333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 97.8333}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.8333}, {'player_id': 39092, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.8333}]"
94,Huddersfield,108715.0,6969.0,1349.0,311.0,360.0,25.0,3803366.0,2122,Coventry City,Huddersfield Town,1.0,2.0,2.20062052,1.0323019,22.0,9.0,6.0,3.0,637.0,429.0,19.0,160.0,34.0,12.0,16.0,1.0,0.14866165,0.0,4.0,0.0,0.0,0.0,0.2990205999999999,0.0,2.0,0.0,0.0,0.0,60.0,81.0,10.884615384615383,73.0,lost,2022-04-30,0.4632,0.2527,0.2841,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.8667}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.8667}, {'player_id': 4179, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 72.5833}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.8667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.8667}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.8667}, {'player_id': 10460, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 72.6333}, {'player_id': 10781, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 79.45}, {'player_id': 15542, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 18288, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 18.55}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 97.8667}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 97.8667}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 25.2833}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.8667}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 25.2333}, {'player_id': 39092, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
95,Southampton,,,,,,,,2122,Coventry City,Southampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-02,,,,away,[]
96,Stoke,108654.0,7237.0,1568.0,279.0,362.0,26.0,3803170.0,2122,Coventry City,Stoke City,1.0,1.0,1.7275545,0.7438196,17.0,4.0,9.0,2.0,547.0,421.0,9.0,131.0,22.0,12.0,19.0,2.0,0.0807298,0.0,1.0,0.0,0.0,0.0,0.0,0.160679,0.0,1.0,0.0,0.0,57.0,62.0,7.25,45.0,draw,2022-05-07,0.6423,0.2235,0.1342,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 99.3167}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 99.3167}, {'player_id': 4179, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 64.9833}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing', 'minutes_played': 17.5333}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 99.3167}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 99.3167}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 10781, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 76.1}, {'player_id': 15542, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 99.3167}, {'player_id': 15811, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 99.3167}, {'player_id': 18288, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 24.6167}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 82.15}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 99.3167}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 34.6}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 39092, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 99.3167}]"
97,Sunderland,106615.0,8571.0,1762.0,295.0,359.0,28.0,3843867.0,2223,Coventry City,Sunderland,1.0,1.0,0.699097,0.5653093,9.0,2.0,10.0,5.0,546.0,345.0,5.0,135.0,21.0,7.0,20.0,1.0,0.0,0.123969,0.0,2.0,0.0,0.0,0.0327934,0.0551765,1.0,1.0,0.0,0.0,61.0,60.0,7.083333333333333,49.0,draw,2022-07-31,0.3455,0.4054,0.2491,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Midfield', 'minutes_played': 32.8667}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 62.5}, {'player_id': 4576, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.1833}, {'player_id': 7847, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 21.6333}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 95.1833}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 20.9167}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 74.2667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 74.2667}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.1833}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 95.1833}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 95.1833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 95.1833}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 74.2667}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.1833}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Back', 'minutes_played': 21.65}, {'player_id': 48708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
98,Derby County,,,,,,,,2122,Coventry City,Derby County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-01,,,,home,[]
99,Millwall,99958.0,7818.0,1922.0,274.0,323.0,38.0,3843887.0,2223,Coventry City,Millwall,2.0,3.0,1.59143359,1.7299637,16.0,7.0,13.0,6.0,440.0,363.0,5.0,93.0,20.0,16.0,12.0,3.0,0.8604202000000001,0.155812,4.0,3.0,1.0,0.0,0.0,0.6884684999999999,0.0,5.0,0.0,1.0,55.0,49.0,4.5,32.0,lost,2022-08-13,0.3391,0.2799,0.381,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 102.15}, {'player_id': 4576, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 102.15}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 102.15}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 102.15}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 94.9}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 102.15}, {'player_id': 10028, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 102.15}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 72.4833}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 102.15}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 102.15}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 7.75}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.9}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 7.96667}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
100,Hull,106381.0,5831.0,967.0,331.0,360.0,26.0,3843918.0,2223,Coventry City,Hull City,2.0,3.0,1.3549692,2.995579,13.0,4.0,9.0,4.0,527.0,364.0,8.0,148.0,21.0,7.0,27.0,2.0,0.691774,0.105276,2.0,2.0,1.0,0.0,0.0,0.0243713,0.0,1.0,0.0,0.0,59.0,57.0,5.53125,48.0,lost,2022-08-27,0.1615,0.2187,0.6198,away,"[{'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 72.4}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 103.183}, {'player_id': 4576, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 103.183}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 72.3833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 103.183}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Back', 'minutes_played': 13.4833}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 103.183}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 89.7}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 30.7833}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 103.183}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 103.183}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 31.65}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 103.183}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 72.3833}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 31.5167}]"
101,Preston,101331.0,7263.0,1260.0,289.0,383.0,21.0,3843939.0,2223,Coventry City,Preston North End,0.0,1.0,0.71780816,1.7977287,13.0,3.0,13.0,4.0,485.0,429.0,3.0,152.0,18.0,7.0,16.0,1.0,0.0654244,0.3417881,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.0,4.340909090909091,46.0,lost,2022-08-31,0.1333,0.2471,0.6196,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.35}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 28.3}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.35}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Wing Back', 'minutes_played': 29.2167}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.35}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 96.35}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.35}, {'player_id': 10460, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 68.05}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 28.3167}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 96.35}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 68.0333}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 68.0333}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 90.0}, {'player_id': 29839, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 6.63333}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.35}]"
